SUID,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Degree,Eccentricity,IsSingleNode,Module_Color,name,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,Radiality,selected,SelfLoops,shared.name,Stress,TopologicalCoefficient,SNP
308533,5.35987566,3.72997652740477e-07,0.18657149,0,2,10,false,0,uniprotkb:Q16828,11.5,2,0,0,0.70934162,false,0,uniprotkb:Q16828,256,0.7,No
308534,1,0,1,0,2,1,false,-1,uniprotkb:Q29983,1,2,0,1,1,false,0,uniprotkb:Q29983,0,0,No
308535,1,0,1,0,2,1,false,-1,uniprotkb:P17931,1,2,0,1,1,false,0,uniprotkb:P17931,0,0,No
308536,6.42563367,0,0.15562667,0,1,11,false,0,uniprotkb:Q92729,3,1,0,0,0.63829109,false,0,uniprotkb:Q92729,0,0,No
308537,5.7314682,0,0.17447536,0,3,11,false,0,uniprotkb:Q8C078,6,3,0,1,0.68456879,false,0,uniprotkb:Q8C078,0,0,No
308538,4.66236251,0.000386149671651433,0.21448354,0,8,10,false,0,uniprotkb:P05186,7.6,8,0,2,0.7558425,false,0,uniprotkb:P05186,96016,0.23571429,No
308539,5.7314682,0,0.17447536,0,1,11,false,0,uniprotkb:Q9UK73,6,1,0,0,0.68456879,false,0,uniprotkb:Q9UK73,0,0,No
308540,5.06241033,0,0.19753436,0,2,10,false,0,uniprotkb:P49961,3,2,0,1,0.72917264,false,0,uniprotkb:P49961,0,0,No
308541,5.24031564,2.84404764555299e-05,0.1908282,0,5,11,false,0,uniprotkb:Q8IVP5,5,5,0,2,0.71731229,false,0,uniprotkb:Q8IVP5,1434,0.5,No
308542,5.42252511,0,0.18441593,1,5,11,false,0,uniprotkb:Q6IAW1,6,5,0,1,0.70516499,false,0,uniprotkb:Q6IAW1,0,0.6,No
308543,4.64275466,0.000563552328617192,0.21538937,0,3,10,false,0,uniprotkb:Q9BXW4,11,3,0,1,0.75714969,false,0,uniprotkb:Q9BXW4,124008,0.5,No
308544,6.09062649,0,0.16418672,0,1,11,false,0,uniprotkb:Q99JR8,6,1,0,0,0.6606249,false,0,uniprotkb:Q99JR8,0,0,No
308545,5.09086561,0.00173866689833359,0.19643025,0.06666667,9,10,false,0,uniprotkb:B1AXD8,2.66666667,9,0,2,0.72727563,false,0,uniprotkb:B1AXD8,255458,0.2,No
308546,6.09062649,0,0.16418672,0,1,11,false,0,uniprotkb:Q6P9Z1,6,1,0,0,0.6606249,false,0,uniprotkb:Q6P9Z1,0,0,No
308547,6.09062649,0,0.16418672,0,2,11,false,0,uniprotkb:Q9EST8,6,2,0,1,0.6606249,false,0,uniprotkb:Q9EST8,0,0,No
308548,6.09038737,0,0.16419317,1,2,11,false,0,uniprotkb:Q61466,4,2,0,0,0.66064084,false,0,uniprotkb:Q61466,0,0.66666667,No
308549,6.09038737,0,0.16419317,1,4,11,false,0,uniprotkb:Q9BYH8,4,4,0,1,0.66064084,false,0,uniprotkb:Q9BYH8,0,0.66666667,No
308550,6.77833572,0,0.14752884,0,2,12,false,15,uniprotkb:P18509,2,2,0,1,0.61477762,false,0,uniprotkb:P18509,0,0,Yes
308551,5.47919656,0,0.18250851,1,4,11,false,2,uniprotkb:P03923,27,4,0,0,0.7013869,false,0,uniprotkb:P03923,0,0.50943396,No
308552,4.54591105,0.00554936340295609,0.21997791,0.1097561,47,10,false,2,uniprotkb:Q9NPL8,9.75609756,47,0,6,0.76360593,false,0,uniprotkb:Q9NPL8,1307026,0.09534368,No
308553,5.51362984,0,0.18136872,0,1,11,false,2,uniprotkb:Q9UG63,16,1,0,0,0.69909134,false,0,uniprotkb:Q9UG63,0,0,No
308554,5.51362984,0,0.18136872,0,1,11,false,2,uniprotkb:Q9UNX3,16,1,0,0,0.69909134,false,0,uniprotkb:Q9UNX3,0,0,No
308555,4.86441894,0,0.2055744,1,5,10,false,2,uniprotkb:Q8IUX1,25.6,5,0,0,0.74237207,false,0,uniprotkb:Q8IUX1,0,0.33684211,No
308556,5.51362984,0,0.18136872,0,1,11,false,2,uniprotkb:Q5T2R2,16,1,0,0,0.69909134,false,0,uniprotkb:Q5T2R2,0,0,No
308557,4.41678623,0.00350503442652634,0.22640897,0.17748918,26,10,false,2,uniprotkb:Q9BQ95,12.18181818,26,0,4,0.77221425,false,0,uniprotkb:Q9BQ95,664284,0.13429752,No
308558,5.41654711,0,0.18461946,0,1,11,false,2,uniprotkb:Q07973,22,1,0,0,0.70556353,false,0,uniprotkb:Q07973,0,0,No
308559,4.85748446,1.2390089537819e-05,0.20586787,0.80952381,7,10,false,2,uniprotkb:Q9NX14,33.14285714,7,0,0,0.74283437,false,0,uniprotkb:Q9NX14,7244,0.39931153,No
308560,5.23122908,8.84794955042411e-06,0.19115967,0.53333333,6,10,false,2,uniprotkb:P03905,29.83333333,6,0,0,0.71791806,false,0,uniprotkb:P03905,4624,0.37763713,No
308561,5.41654711,0,0.18461946,0,1,11,false,2,uniprotkb:O75600,22,1,0,0,0.70556353,false,0,uniprotkb:O75600,0,0,No
308562,5.37733142,0,0.18596585,1,2,11,false,2,uniprotkb:Q9BUB7,33,2,0,0,0.70817791,false,0,uniprotkb:Q9BUB7,0,0.61111111,No
308563,5.41654711,0,0.18461946,0,1,11,false,2,uniprotkb:Q9BQP7,22,1,0,0,0.70556353,false,0,uniprotkb:Q9BQP7,0,0,No
308564,5.41654711,0,0.18461946,0,1,11,false,2,uniprotkb:Q96B77,22,1,0,0,0.70556353,false,0,uniprotkb:Q96B77,0,0,No
308565,4.55595409,0.00330823520532828,0.21949299,0.22537112,46,9,false,2,uniprotkb:Q9UI09,12.79487179,46,0,7,0.76293639,false,0,uniprotkb:Q9UI09,675516,0.11925496,No
308566,5.55571497,0,0.17999484,0,1,10,false,2,uniprotkb:Q6UXV4,39,1,0,0,0.69628567,false,0,uniprotkb:Q6UXV4,0,0,No
308567,5.21353419,0,0.19180847,1,8,10,false,2,uniprotkb:O43678,33,8,0,1,0.71909772,false,0,uniprotkb:O43678,0,0.46478873,No
308568,5.16284075,4.87386260976128e-07,0.19369182,0.95238095,7,10,false,2,uniprotkb:Q16718,34.28571429,7,0,0,0.72247728,false,0,uniprotkb:Q16718,1226,0.40816327,No
308569,5.19273075,4.92270977783253e-07,0.1925769,0.89285714,8,10,false,2,uniprotkb:O95168,34,8,0,0,0.72048462,false,0,uniprotkb:O95168,410,0.40963855,No
308570,5.32783357,4.62298293591352e-09,0.18769355,0.93333333,6,10,false,2,uniprotkb:O95182,31,6,0,0,0.71147776,false,0,uniprotkb:O95182,2,0.50819672,No
308571,5.19392635,4.85188757345435e-07,0.19253257,0.76190476,7,10,false,2,uniprotkb:O96000,33,7,0,0,0.72040491,false,0,uniprotkb:O96000,384,0.41772152,No
308572,4.69129603,0.00276765438447216,0.21316071,0.16785206,43,10,false,2,uniprotkb:Q86Y39,10.44736842,43,0,5,0.7539136,false,0,uniprotkb:Q86Y39,945096,0.14797864,No
308573,5.21329507,0,0.19181726,1,8,10,false,2,uniprotkb:P03915,30.5,8,0,0,0.71911366,false,0,uniprotkb:P03915,0,0.42957746,No
308574,5.19225251,9.08648792157957e-07,0.19259464,0.86666667,10,10,false,2,uniprotkb:P56181,29.8,10,0,0,0.7205165,false,0,uniprotkb:P56181,764,0.35903614,No
308575,5.16307987,1.55453452532168e-06,0.19368285,0.84615385,17,10,false,2,uniprotkb:P19404,24.69230769,17,0,4,0.72246134,false,0,uniprotkb:P19404,2486,0.31256086,No
308576,5.19320899,4.92270977783253e-07,0.19255917,0.85714286,7,10,false,2,uniprotkb:O95169,36,7,0,0,0.72045273,false,0,uniprotkb:O95169,410,0.43902439,No
308577,5.16044955,5.47638242045448e-05,0.19378157,0.45238095,24,10,false,2,uniprotkb:O43181,17.33333333,24,0,3,0.7226367,false,0,uniprotkb:O43181,56460,0.21666667,No
308578,5.21209947,8.1198986898666e-06,0.19186127,0.69230769,14,10,false,2,uniprotkb:O75380,22.07692308,14,0,1,0.71919337,false,0,uniprotkb:O75380,10442,0.31094258,No
308579,5.17312291,4.87386260976128e-07,0.19330683,0.83333333,4,10,false,2,uniprotkb:O43676,36,4,0,0,0.72179181,false,0,uniprotkb:O43676,1226,0.50704225,No
308580,4.53634625,0.00316003630665321,0.22044173,0.23399015,33,10,false,2,uniprotkb:Q9P0J0,14.44827586,33,0,4,0.76424358,false,0,uniprotkb:Q9P0J0,694942,0.13530378,No
308581,5.19368723,3.16719707296624e-07,0.19254144,0.9,5,10,false,2,uniprotkb:O43674,40,5,0,0,0.72042085,false,0,uniprotkb:O43674,204,0.48780488,No
308582,5.32831181,0,0.1876767,1,4,10,false,2,uniprotkb:P17568,38,4,0,0,0.71144588,false,0,uniprotkb:P17568,0,0.62295082,No
308583,5.55571497,0,0.17999484,0,1,10,false,2,uniprotkb:P09669,39,1,0,0,0.69628567,false,0,uniprotkb:P09669,0,0,No
308584,5.35461502,0,0.18675479,1,3,10,false,2,uniprotkb:Q9Y6M9,41.33333333,3,0,0,0.70969233,false,0,uniprotkb:Q9Y6M9,0,0.59903382,No
308585,5.55571497,0,0.17999484,0,1,10,false,2,uniprotkb:P07919,39,1,0,0,0.69628567,false,0,uniprotkb:P07919,0,0,No
308586,5.5310856,1.3917569422773e-07,0.18079633,0.66666667,3,11,false,2,uniprotkb:O14548,35.33333333,3,0,0,0.69792763,false,0,uniprotkb:O14548,174,0.56989247,No
308587,5.78216165,0,0.1729457,0,1,11,false,2,uniprotkb:P28838,44,1,0,0,0.68118922,false,0,uniprotkb:P28838,0,0,No
308588,5.78216165,0,0.1729457,0,1,11,false,2,uniprotkb:Q8N4Q1,44,1,0,0,0.68118922,false,0,uniprotkb:Q8N4Q1,0,0,No
308589,5.78216165,0,0.1729457,0,1,11,false,2,uniprotkb:Q96CU9,44,1,0,0,0.68118922,false,0,uniprotkb:Q96CU9,0,0,No
308590,5.20396939,0,0.19216101,1,5,10,false,2,uniprotkb:Q9P032,30.4,5,0,0,0.71973537,false,0,uniprotkb:Q9P032,0,0.38974359,No
308591,5.78861789,0,0.17275281,0,1,11,false,2,uniprotkb:O95571,21,1,0,0,0.68075881,false,0,uniprotkb:O95571,0,0,No
308592,5.78861789,0,0.17275281,0,1,11,false,2,uniprotkb:Q02252,21,1,0,0,0.68075881,false,0,uniprotkb:Q02252,0,0,No
308593,5.49952176,0,0.18183399,1,2,11,false,2,uniprotkb:Q5TEU4,19,2,0,0,0.70003188,false,0,uniprotkb:Q5TEU4,0,0.7037037,No
308594,5.78861789,0,0.17275281,0,1,11,false,2,uniprotkb:O75880,21,1,0,0,0.68075881,false,0,uniprotkb:O75880,0,0,No
308595,5.47895744,0,0.18251648,0,1,10,false,2,uniprotkb:O75438,38,1,0,0,0.70140284,false,0,uniprotkb:O75438,0,0,No
308596,5.34146341,0,0.18721461,1,2,10,false,2,uniprotkb:O14561,38,2,0,0,0.71056911,false,0,uniprotkb:O14561,0,0.76,No
308597,5.34146341,0,0.18721461,1,2,10,false,2,uniprotkb:O95299,38,2,0,0,0.71056911,false,0,uniprotkb:O95299,0,0.76,No
308598,5.29913917,3.16719707296624e-07,0.1887099,0.66666667,3,10,false,2,uniprotkb:Q9UDW1,39,3,0,0,0.71339072,false,0,uniprotkb:Q9UDW1,204,0.56521739,No
308599,5.47895744,0,0.18251648,0,1,10,false,2,uniprotkb:P00156,38,1,0,0,0.70140284,false,0,uniprotkb:P00156,0,0,No
308600,5.47895744,0,0.18251648,0,1,10,false,2,uniprotkb:O43402,38,1,0,0,0.70140284,false,0,uniprotkb:O43402,0,0,No
308601,5.53945481,3.16719707296624e-07,0.18052318,0,2,11,false,2,uniprotkb:P03891,39.5,2,0,0,0.69736968,false,0,uniprotkb:P03891,204,0.65254237,No
308602,5.69105691,0,0.17571429,0,1,11,false,2,uniprotkb:P14927,38,1,0,0,0.68726287,false,0,uniprotkb:P14927,0,0,No
308603,5.69105691,0,0.17571429,0,1,11,false,2,uniprotkb:P35558,38,1,0,0,0.68726287,false,0,uniprotkb:P35558,0,0,No
308604,5.69105691,0,0.17571429,0,1,11,false,2,uniprotkb:Q9H3K2,38,1,0,0,0.68726287,false,0,uniprotkb:Q9H3K2,0,0,No
308605,5.69105691,0,0.17571429,0,1,11,false,2,uniprotkb:Q86X76,38,1,0,0,0.68726287,false,0,uniprotkb:Q86X76,0,0,No
308606,5.53610713,0,0.18063234,0,1,11,false,2,uniprotkb:O95298,29,1,0,0,0.69759286,false,0,uniprotkb:O95298,0,0,No
308607,5.53610713,0,0.18063234,0,1,11,false,2,uniprotkb:A6NK97,29,1,0,0,0.69759286,false,0,uniprotkb:A6NK97,0,0,No
308608,5.53610713,0,0.18063234,0,1,11,false,2,uniprotkb:Q96S37,29,1,0,0,0.69759286,false,0,uniprotkb:Q96S37,0,0,No
308609,5.53610713,0,0.18063234,0,1,11,false,2,uniprotkb:P18859,29,1,0,0,0.69759286,false,0,uniprotkb:P18859,0,0,No
308610,5.53610713,0,0.18063234,0,1,11,false,2,uniprotkb:O14925,29,1,0,0,0.69759286,false,0,uniprotkb:O14925,0,0,No
308611,5.53610713,0,0.18063234,0,1,11,false,2,uniprotkb:Q9NNW7,29,1,0,0,0.69759286,false,0,uniprotkb:Q9NNW7,0,0,No
308612,5.53634625,0,0.18062454,0,1,11,false,2,uniprotkb:P55809,20,1,0,0,0.69757692,false,0,uniprotkb:P55809,0,0,No
308613,5.51339072,0,0.18137659,0,1,11,false,2,uniprotkb:Q8IWF2,17,1,0,0,0.69910729,false,0,uniprotkb:Q8IWF2,0,0,No
308614,5.54567193,0,0.1803208,0,1,11,false,2,uniprotkb:Q8WWC4,41,1,0,0,0.6969552,false,0,uniprotkb:Q8WWC4,0,0,No
308615,5.54567193,0,0.1803208,0,1,11,false,2,uniprotkb:Q8N2C7,41,1,0,0,0.6969552,false,0,uniprotkb:Q8N2C7,0,0,No
308616,5.54567193,0,0.1803208,0,1,11,false,2,uniprotkb:Q9NX40,41,1,0,0,0.6969552,false,0,uniprotkb:Q9NX40,0,0,No
308617,5.54567193,0,0.1803208,0,1,11,false,2,uniprotkb:P56385,41,1,0,0,0.6969552,false,0,uniprotkb:P56385,0,0,No
308618,5.54567193,0,0.1803208,0,1,11,false,2,uniprotkb:P53701,41,1,0,0,0.6969552,false,0,uniprotkb:P53701,0,0,No
308619,5.54567193,0,0.1803208,0,1,11,false,2,uniprotkb:P14854,41,1,0,0,0.6969552,false,0,uniprotkb:P14854,0,0,No
308620,5.54567193,0,0.1803208,0,1,11,false,2,uniprotkb:O95167,41,1,0,0,0.6969552,false,0,uniprotkb:O95167,0,0,No
308621,5.54567193,0,0.1803208,0,1,11,false,2,uniprotkb:Q9NZJ7,41,1,0,0,0.6969552,false,0,uniprotkb:Q9NZJ7,0,0,No
308622,5.54567193,0,0.1803208,0,1,11,false,2,uniprotkb:Q9BUR5,41,1,0,0,0.6969552,false,0,uniprotkb:Q9BUR5,0,0,No
308623,5.6049737,0.000456809728049136,0.17841297,0.5,6,11,false,0,uniprotkb:P16410,3.5,6,0,2,0.69300175,false,0,uniprotkb:P16410,56210,0.46428571,Yes
308624,4.64395026,0.000208699941658901,0.21533392,0,4,10,false,1,uniprotkb:Q9NRF2,6,4,0,1,0.75706998,false,0,uniprotkb:Q9NRF2,51502,0.55555556,No
308625,1,0,1,0,1,1,false,-1,uniprotkb:P07356,1,1,0,0,1,false,0,uniprotkb:P07356,0,0,No
308626,1,0,1,0,1,1,false,-1,uniprotkb:P63166,1,1,0,0,1,false,0,uniprotkb:P63166,0,0,No
308627,4.68555715,0,0.21342179,0,1,10,false,1,uniprotkb:Q8NFD5,13,1,0,0,0.75429619,false,0,uniprotkb:Q8NFD5,0,0,No
308628,4.68555715,0,0.21342179,0,1,10,false,1,uniprotkb:Q68CP9,13,1,0,0,0.75429619,false,0,uniprotkb:Q68CP9,0,0,No
308629,4.84098517,0,0.20656952,0,6,10,false,0,uniprotkb:Q9UBW8,6,6,0,1,0.74393432,false,0,uniprotkb:Q9UBW8,0,0,No
308630,5.01147776,0,0.19954194,0,3,10,false,0,uniprotkb:Q96CJ1,19,3,0,1,0.73256815,false,0,uniprotkb:Q96CJ1,0,0,No
308631,4.55164993,0.00034791644979098,0.21970055,0,3,10,false,0,uniprotkb:Q9CR42,7,3,0,1,0.76322334,false,0,uniprotkb:Q9CR42,111442,0.5,No
308632,5.55141081,0,0.18013439,0,1,11,false,0,uniprotkb:P09405,2,1,0,0,0.69657261,false,0,uniprotkb:P09405,0,0,No
308633,6.41654711,0,0.15584706,1,4,12,false,0,uniprotkb:Q14258,4,4,0,1,0.63889686,false,0,uniprotkb:Q14258,0,0.66666667,No
308634,6.41654711,0,0.15584706,1,5,12,false,0,uniprotkb:Q8IWV1,4,5,0,2,0.63889686,false,0,uniprotkb:Q8IWV1,0,0.66666667,No
308635,5.6252989,0,0.17776833,0,1,11,false,0,uniprotkb:Q14534,2,1,0,0,0.69164674,false,0,uniprotkb:Q14534,0,0,No
308636,5.76829268,0,0.17336152,0,5,11,false,0,uniprotkb:Q924T7,2,5,0,1,0.68211382,false,0,uniprotkb:Q924T7,0,0,No
308637,5.42491631,0,0.18433464,0,2,11,false,0,uniprotkb:O14544,7,2,0,1,0.70500558,false,0,uniprotkb:O14544,0,0,No
308638,5.52558584,0,0.18097629,0,1,10,false,0,uniprotkb:P31146,6,1,0,0,0.69829428,false,0,uniprotkb:P31146,0,0,No
308639,5.52558584,0,0.18097629,0,1,10,false,0,uniprotkb:Q9NPA3,6,1,0,0,0.69829428,false,0,uniprotkb:Q9NPA3,0,0,No
308640,5.3567671,0,0.18667976,0,1,10,false,0,uniprotkb:P54645,5,1,0,0,0.70954886,false,0,uniprotkb:P54645,0,0,No
308641,5.55714969,0,0.17994836,0,1,11,false,15,uniprotkb:P17861-2,5,1,0,0,0.69619002,false,0,uniprotkb:P17861-2,0,0,No
308642,5.52606408,0,0.18096062,1,5,11,false,15,uniprotkb:Q9BUN8,4.5,5,0,1,0.69826239,false,0,uniprotkb:Q9BUN8,0,0.75,No
308643,5.52606408,0,0.18096062,1,2,11,false,15,uniprotkb:Q8WU17,4.5,2,0,0,0.69826239,false,0,uniprotkb:Q8WU17,0,0.75,No
308644,0,0,0,0,2,0,true,-1,uniprotkb:Q70VB1,0,1,0,0,92233720368.5478,false,1,uniprotkb:Q70VB1,0,0,No
308645,4.57340985,0,0.21865523,0,2,9,false,0,uniprotkb:Q8TDD2,16,2,0,1,0.76177268,false,0,uniprotkb:Q8TDD2,0,0,No
308646,1.5,0,0.66666667,0,2,2,false,-1,uniprotkb:Q9NTG7,2,2,0,1,0.75,false,0,uniprotkb:Q9NTG7,0,0,Yes
308647,4.56862745,0.00104727538197683,0.21888412,0,9,9,false,0,uniprotkb:A0JNT9,5.2,9,0,4,0.7620915,false,0,uniprotkb:A0JNT9,229534,0.23333333,No
308648,5.56838833,0,0.17958518,0,2,10,false,0,uniprotkb:O43896,5,2,0,1,0.69544078,false,0,uniprotkb:O43896,0,0,No
308649,5.56838833,0,0.17958518,0,1,10,false,0,uniprotkb:P01303,5,1,0,0,0.69544078,false,0,uniprotkb:P01303,0,0,No
308650,4.58680057,1.5745715472285e-06,0.21801689,0,2,10,false,0,uniprotkb:Q921C5,10.5,2,0,0,0.76087996,false,0,uniprotkb:Q921C5,2292,0.59375,No
308651,4.80846485,8.60373591459782e-05,0.20796658,0.33333333,8,10,false,1,uniprotkb:O95453,6,8,0,2,0.74610234,false,0,uniprotkb:O95453,24064,0.37777778,No
308652,5.46484935,0,0.18298766,1,5,11,false,1,uniprotkb:Q99728,3.5,5,0,2,0.70234338,false,0,uniprotkb:Q99728,0,0.7,Yes
308653,4.36322334,0,0.22918836,0,1,9,false,0,uniprotkb:Q8IUE0,73,1,0,0,0.77578511,false,0,uniprotkb:Q8IUE0,0,0,No
308654,4.36322334,0,0.22918836,0,2,9,false,0,uniprotkb:Q8IVF6,73,2,0,1,0.77578511,false,0,uniprotkb:Q8IVF6,0,0,No
308655,4.36322334,0,0.22918836,0,2,9,false,0,uniprotkb:Q9UKX3,73,2,0,1,0.77578511,false,0,uniprotkb:Q9UKX3,0,0,No
308656,4.36322334,0,0.22918836,0,1,9,false,0,uniprotkb:P11055,73,1,0,0,0.77578511,false,0,uniprotkb:P11055,0,0,No
308657,4.36322334,0,0.22918836,0,1,9,false,0,uniprotkb:Q8WZ42,73,1,0,0,0.77578511,false,0,uniprotkb:Q8WZ42,0,0,Yes
308658,4.36322334,0,0.22918836,0,1,9,false,0,uniprotkb:P35749,73,1,0,0,0.77578511,false,0,uniprotkb:P35749,0,0,No
308659,4.36322334,0,0.22918836,0,2,9,false,0,uniprotkb:P58876,73,2,0,1,0.77578511,false,0,uniprotkb:P58876,0,0,No
308660,4.36322334,0,0.22918836,0,2,9,false,0,uniprotkb:P62736,73,2,0,1,0.77578511,false,0,uniprotkb:P62736,0,0,No
308661,4.36322334,0,0.22918836,0,1,9,false,0,uniprotkb:P22492,73,1,0,0,0.77578511,false,0,uniprotkb:P22492,0,0,No
308662,4.36322334,0,0.22918836,0,2,9,false,0,uniprotkb:P12883,73,2,0,1,0.77578511,false,0,uniprotkb:P12883,0,0,No
308663,4.36322334,0,0.22918836,0,1,9,false,0,uniprotkb:P35609,73,1,0,0,0.77578511,false,0,uniprotkb:P35609,0,0,No
308664,4.36322334,0,0.22918836,0,1,9,false,0,uniprotkb:Q13698,73,1,0,0,0.77578511,false,0,uniprotkb:Q13698,0,0,Yes
308665,4.36322334,0,0.22918836,0,2,9,false,0,uniprotkb:P08590,73,2,0,1,0.77578511,false,0,uniprotkb:P08590,0,0,No
308666,4.36322334,0,0.22918836,0,2,9,false,0,uniprotkb:Q04695,73,2,0,1,0.77578511,false,0,uniprotkb:Q04695,0,0,No
308667,4.36322334,0,0.22918836,0,1,9,false,0,uniprotkb:Q08043,73,1,0,0,0.77578511,false,0,uniprotkb:Q08043,0,0,No
308668,4.36322334,0,0.22918836,0,1,9,false,0,uniprotkb:Q8NDB2,73,1,0,0,0.77578511,false,0,uniprotkb:Q8NDB2,0,0,No
308669,4.36322334,0,0.22918836,0,1,9,false,0,uniprotkb:P54868,73,1,0,0,0.77578511,false,0,uniprotkb:P54868,0,0,No
308670,4.36322334,0,0.22918836,0,1,9,false,0,uniprotkb:P31327,73,1,0,0,0.77578511,false,0,uniprotkb:P31327,0,0,No
308671,4.36322334,0,0.22918836,0,1,9,false,0,uniprotkb:Q96J92,73,1,0,0,0.77578511,false,0,uniprotkb:Q96J92,0,0,No
308672,3.82807269,0.000265231008316862,0.26122806,0.33333333,7,9,false,0,uniprotkb:Q8N9N5,63.66666667,7,0,2,0.81146182,false,0,uniprotkb:Q8N9N5,19744,0.34050179,No
308673,1,0,1,0,1,1,false,-1,uniprotkb:O46385,1,1,0,0,1,false,0,uniprotkb:O46385,0,0,No
308674,1,0,1,0,1,1,false,-1,uniprotkb:Q9UHB6,1,1,0,0,1,false,0,uniprotkb:Q9UHB6,0,0,No
308675,4.61836442,0,0.21652687,0,1,10,false,0,uniprotkb:P84243,10,1,0,0,0.75877571,false,0,uniprotkb:P84243,0,0,No
308676,5.36824486,0,0.18628062,0,2,11,false,0,uniprotkb:B1AQ61,10,2,0,1,0.70878368,false,0,uniprotkb:B1AQ61,0,0,No
308677,5.36824486,0,0.18628062,0,1,11,false,0,uniprotkb:Q96IV0,10,1,0,0,0.70878368,false,0,uniprotkb:Q96IV0,0,0,No
308678,5.36824486,0,0.18628062,0,2,11,false,0,uniprotkb:Q8TAT6,10,2,0,1,0.70878368,false,0,uniprotkb:Q8TAT6,0,0,No
308679,0,0,0,0,4,0,true,-1,uniprotkb:P23385,0,2,0,0,92233720368.5478,false,2,uniprotkb:P23385,0,0,No
308680,1,0,1,0,3,1,false,-1,uniprotkb:P14842,1,3,0,1,1,false,0,uniprotkb:P14842,0,0,No
308681,1,0,1,0,3,1,false,-1,uniprotkb:P31421,1,3,0,1,1,false,0,uniprotkb:P31421,0,0,No
308682,0,0,0,0,2,0,true,-1,uniprotkb:P10608,0,1,0,0,92233720368.5478,false,1,uniprotkb:P10608,0,0,No
308683,4.5263032,0,0.22093085,0,6,10,false,0,uniprotkb:Q5T7V8,32,6,0,1,0.76491312,false,0,uniprotkb:Q5T7V8,0,0,No
308684,5.35150646,0,0.18686327,0,3,10,false,0,uniprotkb:Q9BRP8,3,3,0,1,0.70989957,false,0,uniprotkb:Q9BRP8,0,0,No
308685,4.39167862,0,0.22770336,0,1,9,false,0,uniprotkb:P63162,10,1,0,0,0.77388809,false,0,uniprotkb:P63162,0,0,No
308686,4.96341463,0,0.2014742,0,1,10,false,0,uniprotkb:P54792,5,1,0,0,0.73577236,false,0,uniprotkb:P54792,0,0,No
308687,6.1097561,0,0.16367265,0,7,11,false,0,uniprotkb:Q58A65,4,7,0,1,0.65934959,false,0,uniprotkb:Q58A65,0,0,No
308688,6.1097561,0,0.16367265,0,6,11,false,0,uniprotkb:Q9ESN9,4,6,0,1,0.65934959,false,0,uniprotkb:Q9ESN9,0,0,No
308689,6.45050215,0,0.15502669,0,4,12,false,4,uniprotkb:B9EKF1,3,4,0,1,0.63663319,false,0,uniprotkb:B9EKF1,0,0,No
308690,6.45050215,0,0.15502669,0,1,12,false,4,uniprotkb:P27699-1,3,1,0,0,0.63663319,false,0,uniprotkb:P27699-1,0,0,No
308691,4.59230033,0,0.21775579,0,1,10,false,1,uniprotkb:P03259-1,13,1,0,0,0.76051331,false,0,uniprotkb:P03259-1,0,0,No
308692,4.4916308,0,0.22263629,0,1,10,false,0,uniprotkb:Q9ULG1,21,1,0,0,0.76722461,false,0,uniprotkb:Q9ULG1,0,0,No
308693,4.735055,0.00104696548051063,0.21119079,0,6,9,false,0,uniprotkb:O43295,8.25,5,0,0,0.75099633,false,1,uniprotkb:O43295,149634,0.26851852,No
308694,5.73481588,0,0.17437351,0,1,10,false,0,uniprotkb:O08838,4,1,0,0,0.68434561,false,0,uniprotkb:O08838,0,0,No
308695,1,0,1,0,1,1,false,-1,uniprotkb:O95180,1,1,0,0,1,false,0,uniprotkb:O95180,0,0,No
