SUID,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Degree,Eccentricity,IsSingleNode,Module_Color,name,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,Radiality,selected,SelfLoops,shared.name,Stress,TopologicalCoefficient,SNP
304254,4.50884744,1.02829518216602e-05,0.22178617,0,3,10,false,0,uniprotkb:P25685,76.5,3,0,1,0.76607684,false,0,uniprotkb:P25685,9466,0.50333333,No
304255,4.16547107,0.00201811013899579,0.24006889,0,4,9,false,0,uniprotkb:P11387,87.33333333,4,0,1,0.7889686,false,0,uniprotkb:P11387,187878,0.33462532,No
304256,4.20659971,3.71735841622342e-05,0.23772169,0,4,9,false,0,uniprotkb:O75928,32.33333333,4,0,1,0.78622669,false,0,uniprotkb:O75928,9104,0.34057971,No
304257,4.56121473,0.000143609559959483,0.21923984,0.16666667,4,10,false,0,uniprotkb:Q99638,7,4,0,0,0.76258568,false,0,uniprotkb:Q99638,26224,0.2826087,No
304258,3.67957915,0.00678035257506855,0.27177021,0.01505376,64,9,false,0,uniprotkb:P16104,11.70967742,64,0,11,0.82136139,false,0,uniprotkb:P16104,1435548,0.0402057,No
304259,4.40841703,0.00125251916158741,0.22683879,0,10,10,false,1,uniprotkb:P08047,3.85714286,10,0,2,0.7727722,false,0,uniprotkb:P08047,196600,0.15037594,No
304260,5.14490674,4.05330076103923e-05,0.19436698,0,2,10,false,0,uniprotkb:Q99814,5,2,0,0,0.72367288,false,0,uniprotkb:Q99814,2054,0.5,No
304261,4.93806791,0.000373020597031506,0.20250835,0,11,10,false,0,uniprotkb:O39474,5.66666667,11,0,1,0.73746214,false,0,uniprotkb:O39474,54252,0.33333333,No
304262,4.3962219,0.000505953236160051,0.22746804,0,22,10,false,0,uniprotkb:Q14318,7,19,0,2,0.77358521,false,3,uniprotkb:Q14318,54610,0.33333333,No
304263,3.5215208,0.00600028154372985,0.28396822,0.04545455,21,9,false,1,uniprotkb:P07900,118.08333333,21,0,3,0.83189861,false,0,uniprotkb:P07900,1537862,0.12026612,No
304264,1,0,1,0,1,1,false,-1,uniprotkb:Q64663,1,1,0,0,1,false,0,uniprotkb:Q64663,0,0,No
304265,1,0,1,0,1,1,false,-1,uniprotkb:Q96RD7,1,1,0,0,1,false,0,uniprotkb:Q96RD7,0,0,No
304266,1,0,1,0,2,1,false,-1,uniprotkb:P43694,1,2,0,1,1,false,0,uniprotkb:P43694,0,0,No
304267,1,0,1,0,2,1,false,-1,uniprotkb:Q9Y2Y9,1,2,0,1,1,false,0,uniprotkb:Q9Y2Y9,0,0,No
304268,1,0,1,0,1,1,false,-1,uniprotkb:Q91WC1,1,1,0,0,1,false,0,uniprotkb:Q91WC1,0,0,No
304269,1,0,1,0,1,1,false,-1,uniprotkb:O89023,1,1,0,0,1,false,0,uniprotkb:O89023,0,0,No
304270,4.39956958,0,0.22729496,1,8,10,false,0,uniprotkb:P19419,23.5,8,0,2,0.77336203,false,0,uniprotkb:P19419,0,0.5875,No
304271,3.52223816,0.00967686535766348,0.28391039,0.02402402,78,9,false,0,uniprotkb:P63165,20.51351351,78,0,18,0.83185079,false,0,uniprotkb:P63165,1391198,0.03025231,No
304272,3.82089909,0.00137897753082935,0.26171851,0.13333333,14,9,false,0,uniprotkb:P63279,29.1,14,0,3,0.81194006,false,0,uniprotkb:P63279,273240,0.11034483,No
304273,4.52199904,0,0.22114113,0,1,10,false,0,uniprotkb:Q02078,37,1,0,0,0.76520006,false,0,uniprotkb:Q02078,0,0,No
304274,3.81229077,2.33213739481565e-06,0.26230948,0.66666667,3,9,false,1,uniprotkb:P21359,188.33333333,3,0,0,0.81251395,false,0,uniprotkb:P21359,310,0.33933934,No
304275,4.08871353,0.00145944582019846,0.24457571,0.05454545,24,9,false,0,uniprotkb:P29590,8.72727273,24,0,7,0.79408576,false,0,uniprotkb:P29590,164534,0.10088692,Yes
304276,3.69225251,0.000163325881604903,0.27083738,0.66666667,4,9,false,1,uniprotkb:P46060,373.33333333,4,0,1,0.8205165,false,0,uniprotkb:P46060,22254,0.48547898,No
304277,4.7673362,1.55702546741803e-05,0.20976075,0,3,10,false,0,uniprotkb:P46527,5.66666667,3,0,0,0.74884425,false,0,uniprotkb:P46527,2464,0.38888889,No
304278,4.16834051,0.0019991573285969,0.23990363,0.01098901,25,9,false,0,uniprotkb:Q96J02,17.14285714,25,0,8,0.7887773,false,0,uniprotkb:Q96J02,881328,0.07681941,No
304279,4.11716882,4.03800180783871e-05,0.24288535,0,4,9,false,0,uniprotkb:Q86Y01,61,4,0,2,0.79218875,false,0,uniprotkb:Q86Y01,13404,0.52173913,No
304280,5.77140124,0,0.17326815,0,1,11,false,0,uniprotkb:Q15052,5,1,0,0,0.68190658,false,0,uniprotkb:Q15052,0,0,No
304281,3.92587279,0.00187490530486716,0.25472043,0.1,5,9,false,0,uniprotkb:P60953,61.2,5,0,0,0.80494181,false,0,uniprotkb:P60953,384766,0.202,No
304282,5.08775705,0.000540816084981046,0.19655027,0.33333333,4,10,false,0,uniprotkb:Q6VY07,5.33333333,4,0,1,0.72748286,false,0,uniprotkb:Q6VY07,245902,0.45454545,No
304283,5.6468197,0.000733190285564528,0.17709083,0.16666667,5,10,false,0,uniprotkb:Q9NZ52,4,5,0,1,0.69021202,false,0,uniprotkb:Q9NZ52,240048,0.29166667,No
304284,4.30200861,0.000495400968827975,0.23244956,0.2,9,10,false,0,uniprotkb:P67870,34.66666667,9,0,3,0.77986609,false,0,uniprotkb:P67870,319378,0.17428088,No
304285,4.14347202,0.0013485332264745,0.24134349,0.2,8,9,false,0,uniprotkb:P68400,53.66666667,8,0,2,0.7904352,false,0,uniprotkb:P68400,477678,0.17204301,No
304286,5.12219034,0.000291608628096648,0.19522898,0.33333333,11,9,false,0,uniprotkb:P11717,9,7,0,0,0.72518731,false,4,uniprotkb:P11717,41668,0.36111111,No
304287,5.10306074,0.000745977627283083,0.19596083,0.07142857,8,10,false,0,uniprotkb:O43493,5.5,8,0,0,0.72646262,false,0,uniprotkb:O43493,169356,0.15625,No
304288,5.28813965,1.33448066053308e-05,0.18910242,0.5,5,11,false,0,uniprotkb:P09958,7,5,0,1,0.71412402,false,0,uniprotkb:P09958,4316,0.33333333,No
304289,3.92993783,0.00203399086473595,0.25445695,0.07741935,36,9,false,3,uniprotkb:P55036,6.90322581,35,0,3,0.80467081,false,1,uniprotkb:P55036,1571798,0.08203903,No
304290,3.94619799,0.00181910171279005,0.25340847,0.13636364,19,9,false,3,uniprotkb:Q16186,16.33333333,19,0,4,0.8035868,false,0,uniprotkb:Q16186,286386,0.12273902,No
304291,3.52367288,0.000476638079245056,0.28379479,0.2,6,9,false,1,uniprotkb:P52701,243.5,6,0,0,0.83175514,false,0,uniprotkb:P52701,406980,0.24612011,No
304292,3.82233381,3.1362371676094e-05,0.26162027,0,2,9,false,1,uniprotkb:Q9BRX2,278,2,0,0,0.81184441,false,0,uniprotkb:Q9BRX2,49568,0.51201479,Yes
304293,4.92969871,0,0.20285215,0,1,10,false,3,uniprotkb:Q9H816,31,1,0,0,0.73802009,false,0,uniprotkb:Q9H816,0,0,Yes
304294,3.56814921,0.00174027261856384,0.28025734,0.28571429,8,9,false,1,uniprotkb:P35998,197.57142857,8,0,1,0.82879005,false,0,uniprotkb:P35998,929378,0.21328185,No
304295,3.69918699,0.00015304333383892,0.27032967,0.33333333,4,9,false,1,uniprotkb:P43686,288.5,4,0,0,0.8200542,false,0,uniprotkb:P43686,224110,0.37516255,No
304296,3.46413199,0.00198702726363458,0.2886726,0.23809524,7,9,false,0,uniprotkb:P62191,195.28571429,7,0,0,0.83572453,false,0,uniprotkb:P62191,941512,0.20848596,No
304297,3.67981827,0.000381918702890035,0.27175255,0.13333333,6,9,false,1,uniprotkb:P17980,194.66666667,6,0,0,0.82134545,false,0,uniprotkb:P17980,342348,0.25107666,No
304298,3.59253945,0.00170625742382073,0.27835463,0.21794872,19,9,false,1,uniprotkb:P62195,92.69230769,19,0,1,0.82716404,false,0,uniprotkb:P62195,674954,0.11748607,No
304299,4.72931612,0,0.21144706,1,5,10,false,3,uniprotkb:P25787,25.75,5,0,1,0.75137893,false,0,uniprotkb:P25787,0,0.515,No
304300,3.67934003,0.000195582620267919,0.27178787,0.46666667,6,9,false,1,uniprotkb:P62333,196,6,0,0,0.82137733,false,0,uniprotkb:P62333,257002,0.25160462,No
304301,4.72931612,0,0.21144706,1,5,10,false,3,uniprotkb:P28066,25.75,5,0,1,0.75137893,false,0,uniprotkb:P28066,0,0.515,No
304302,4.04351985,0.00121969552755949,0.24730928,0.21052632,29,10,false,3,uniprotkb:P60900,9.78947368,29,0,7,0.79709868,false,0,uniprotkb:P60900,208990,0.10526316,No
304303,4.38378766,5.74764430986325e-05,0.22811324,0.7,7,10,false,3,uniprotkb:P25788,27,7,0,2,0.77441416,false,0,uniprotkb:P25788,13156,0.34177215,No
304304,4.59971306,2.45564367079324e-05,0.21740487,0.32051282,15,10,false,3,uniprotkb:O14818,9.92307692,15,0,1,0.76001913,false,0,uniprotkb:O14818,11918,0.18376068,No
304305,4.62266858,0.000192578738750025,0.21632526,0.5,4,10,false,3,uniprotkb:P20618,30.5,4,0,0,0.75848876,false,0,uniprotkb:P20618,49072,0.38291139,No
304306,4.72525108,0.000428193490839573,0.21162897,0.5,4,10,false,3,uniprotkb:Q99436,23,4,0,0,0.75164993,false,0,uniprotkb:Q99436,340918,0.44607843,No
304307,3.43782879,0.00149776626191344,0.29088127,0.28888889,13,9,false,3,uniprotkb:Q13200,149.5,13,0,3,0.83747808,false,0,uniprotkb:Q13200,1158074,0.149002,No
304308,3.59373505,0.000425887039212317,0.27826203,0.2,5,9,false,1,uniprotkb:O43242,260.8,5,0,0,0.82708433,false,0,uniprotkb:O43242,538044,0.29885321,No
304309,4.76064084,0,0.21005575,1,2,10,false,3,uniprotkb:P48556,35.5,2,0,0,0.74929061,false,0,uniprotkb:P48556,0,0.73958333,No
304310,3.67264467,0.00162742492875345,0.27228335,0.2,5,9,false,1,uniprotkb:O00231,235.8,5,0,0,0.82182369,false,0,uniprotkb:O00231,526920,0.29709962,No
304311,3.69918699,0.00015304333383892,0.27032967,0.33333333,4,9,false,1,uniprotkb:O00232,288.5,4,0,0,0.8200542,false,0,uniprotkb:O00232,224110,0.37516255,No
304312,3.69918699,0.00015304333383892,0.27032967,0.33333333,4,9,false,1,uniprotkb:Q9UNM6,288.5,4,0,0,0.8200542,false,0,uniprotkb:Q9UNM6,224110,0.37516255,No
304313,4.57627929,1.73813244489024e-05,0.21851813,0,3,10,false,0,uniprotkb:P54725,48.5,3,0,1,0.76158138,false,0,uniprotkb:P54725,6530,0.51630435,No
304314,4.57627929,1.73813244489024e-05,0.21851813,0,3,10,false,0,uniprotkb:P54727,48.5,3,0,1,0.76158138,false,0,uniprotkb:P54727,6530,0.51630435,No
304315,3.56575801,0.00122671488475215,0.28044528,0.42857143,11,9,false,3,uniprotkb:Q9Y5K5,175.71428571,11,0,1,0.82894947,false,0,uniprotkb:Q9Y5K5,548934,0.21170396,No
304316,4.94595887,0,0.20218526,0,1,10,false,3,uniprotkb:Q9Y5L4,12,1,0,0,0.73693608,false,0,uniprotkb:Q9Y5L4,0,0,No
304317,4.82639885,0.00015199883624882,0.20719382,0,8,10,false,0,uniprotkb:Q06830,10,8,0,1,0.74490674,false,0,uniprotkb:Q06830,16812,0.5,No
304318,4.94595887,0,0.20218526,0,1,10,false,3,uniprotkb:Q96IX5,12,1,0,0,0.73693608,false,0,uniprotkb:Q96IX5,0,0,No
304319,3.62936394,0.000262009875126533,0.27553037,0.38095238,7,9,false,1,uniprotkb:O43684,177.28571429,7,0,0,0.82470907,false,0,uniprotkb:O43684,187614,0.21978022,No
304320,4.7505978,0.000396286271130431,0.21049982,0,2,10,false,2,uniprotkb:O60220,26.5,2,0,0,0.74996015,false,0,uniprotkb:O60220,50328,0.5,No
304321,4.06360593,0.0006662971206545,0.24608685,0.33333333,5,9,false,0,uniprotkb:Q9NX47,30,5,0,1,0.7957596,false,0,uniprotkb:Q9NX47,81778,0.25869565,No
304322,5.04567193,0.000363751075188746,0.19818966,0,3,10,false,0,uniprotkb:O95140,3,3,0,0,0.73028854,false,0,uniprotkb:O95140,45648,0.33333333,No
304323,4.15781923,0,0.2405107,1,4,9,false,0,uniprotkb:O43583,56,4,0,2,0.78947872,false,0,uniprotkb:O43583,0,0.51376147,No
304324,4.1205165,0.00425099833478866,0.24268802,0.02197802,22,9,false,0,uniprotkb:P06239,5.21428571,22,0,6,0.79196557,false,0,uniprotkb:P06239,855348,0.08355795,No
304325,4.28455285,0.00054459614017862,0.23339658,0.16666667,5,9,false,0,uniprotkb:Q14342,7.25,5,0,1,0.78102981,false,0,uniprotkb:Q14342,181738,0.32142857,No
304326,5.11860354,0.00037797487692191,0.19536579,0.2,9,10,false,0,uniprotkb:P04150,4.8,9,0,3,0.72542643,false,0,uniprotkb:P04150,126940,0.2875,No
304327,5.11908178,7.90530082041212e-08,0.19534753,0.66666667,5,10,false,0,uniprotkb:P01730,7,5,0,2,0.72539455,false,0,uniprotkb:P01730,8,0.41176471,No
304328,5.247011,0,0.1905847,1,2,10,false,0,uniprotkb:P04234,4.5,2,0,0,0.71686593,false,0,uniprotkb:P04234,0,0.64285714,No
304329,4.38211382,0.000583067014221182,0.22820037,0,8,10,false,0,uniprotkb:P43403,5.75,8,0,1,0.77452575,false,0,uniprotkb:P43403,210966,0.26388889,No
304330,3.39191774,0.0040608547917442,0.29481847,0.06666667,20,8,false,0,uniprotkb:Q07666,142.3,18,0,3,0.84053882,false,2,uniprotkb:Q07666,1491522,0.14400407,No
304331,3.84433286,0.00132991255043321,0.26012316,0.08888889,15,8,false,0,uniprotkb:Q13233,17.8,15,0,2,0.81037781,false,0,uniprotkb:Q13233,284924,0.11168831,No
304332,5.12003826,0,0.19531104,1,3,10,false,0,uniprotkb:P22575,8.5,3,0,1,0.72533078,false,0,uniprotkb:P22575,0,0.60714286,No
304333,4.00573888,0.00200022917984939,0.24964183,0.1,17,9,false,0,uniprotkb:P25098,36,17,0,5,0.79961741,false,0,uniprotkb:P25098,159038,0.21197605,No
304334,4.43256815,0,0.22560285,0,3,10,false,1,uniprotkb:P03485,12,3,0,1,0.77116212,false,0,uniprotkb:P03485,0,0,No
304335,4.77259684,0.00019353316620254,0.20952954,0,6,10,false,12,uniprotkb:Q96RU3,5,6,0,2,0.74849354,false,0,uniprotkb:Q96RU3,62060,0.33333333,Yes
304336,5.40722143,0.00018469852535982,0.18493787,0.16666667,13,10,false,12,uniprotkb:O95271,4.75,12,0,3,0.70618524,false,1,uniprotkb:O95271,20826,0.28333333,No
304337,3.83548541,0.000452028172907664,0.26072319,0,2,9,false,1,uniprotkb:O60749,264,2,0,0,0.81096764,false,0,uniprotkb:O60749,125942,0.5,No
304338,4.42539455,0.000294570781754182,0.22596855,0,6,9,false,0,uniprotkb:P41743,12.5,6,0,1,0.77164036,false,0,uniprotkb:P41743,29910,0.25,No
304339,4.7780966,3.46267426842732e-05,0.20928836,0.3,8,10,false,0,uniprotkb:Q9NPB6,3.2,8,0,3,0.74812689,false,0,uniprotkb:Q9NPB6,6012,0.33333333,No
304340,4.94930655,0,0.20204851,1,3,10,false,0,uniprotkb:P33151,5.5,3,0,1,0.7367129,false,0,uniprotkb:P33151,0,0.78571429,No
304341,3.96700143,0.0021002272100456,0.25207957,0.2,14,9,false,0,uniprotkb:Q8TEW0,46.33333333,14,0,3,0.8021999,false,0,uniprotkb:Q8TEW0,464392,0.17228464,No
304342,3.69775227,0.00699188714673448,0.27043456,0.05833333,31,9,false,0,uniprotkb:Q04206,17.375,31,0,9,0.82014985,false,0,uniprotkb:Q04206,829172,0.07309783,No
304343,4.07293161,0.000250556794338962,0.2455234,0,3,9,false,0,uniprotkb:Q8N668,39.66666667,3,0,0,0.79513789,false,0,uniprotkb:Q8N668,54710,0.34218289,No
304344,3.83189861,0.00341424378496807,0.26096724,0.05555556,18,9,false,0,uniprotkb:Q13617,50.11111111,18,0,2,0.81120676,false,0,uniprotkb:Q13617,603290,0.11828814,No
304345,5.07173601,4.89879858450546e-07,0.19717115,0,2,10,false,0,uniprotkb:O15524,3,2,0,0,0.72855093,false,0,uniprotkb:O15524,64,0.66666667,No
304346,4.23362028,0.00188772833740112,0.23620446,0.03846154,23,9,false,0,uniprotkb:P04049,15.69230769,22,0,5,0.78442531,false,1,uniprotkb:P04049,359890,0.08372291,No
304347,4.7458154,2.96442482932721e-05,0.21071195,0,3,10,false,0,uniprotkb:P30086,14.5,3,0,1,0.75027897,false,0,uniprotkb:P30086,7096,0.5,No
304348,5.70851267,0.000139247812330851,0.17517698,0,2,11,false,0,uniprotkb:Q9Y6W5,4.5,2,0,0,0.68609916,false,0,uniprotkb:Q9Y6W5,143960,0.7,No
304349,6.70636059,0.000348048204804653,0.14911217,0,4,12,false,0,uniprotkb:Q9P2A4,2.25,4,0,0,0.61957596,false,0,uniprotkb:Q9P2A4,359848,0.625,No
304350,7.70612147,0,0.12976697,0,1,13,false,0,uniprotkb:Q96F07,4,1,0,0,0.55292524,false,0,uniprotkb:Q96F07,0,0,No
304351,4.70970827,0.00154267399414661,0.21232738,0,7,10,false,0,uniprotkb:Q8IZP0,6.2,7,0,2,0.75268612,false,0,uniprotkb:Q8IZP0,728698,0.23636364,No
304352,5.70803443,0.000278119181765492,0.17519166,0,3,11,false,0,uniprotkb:Q03173,4,3,0,0,0.68613104,false,0,uniprotkb:Q03173,287864,0.6,No
304353,4.71281683,0.000624237621407329,0.21218733,0,4,10,false,0,uniprotkb:Q9NYB9,8.66666667,4,0,1,0.75247888,false,0,uniprotkb:Q9NYB9,431666,0.38333333,No
304354,5.70803443,0.000278119181765492,0.17519166,0,3,11,false,0,uniprotkb:Q8BH43,4,3,0,0,0.68613104,false,0,uniprotkb:Q8BH43,287864,0.6,No
304355,4.48397896,0.000468138008343918,0.22301621,0.1,9,10,false,1,uniprotkb:Q96BD8,4,9,0,2,0.76773474,false,0,uniprotkb:Q96BD8,226614,0.26153846,Yes
304356,5.48373984,0,0.1823573,0,1,11,false,1,uniprotkb:Q02224,5,1,0,0,0.70108401,false,0,uniprotkb:Q02224,0,0,Yes
304357,3.68794835,0.000496605281241545,0.27115347,0.33333333,8,9,false,1,uniprotkb:O14777,160.71428571,8,0,1,0.82080344,false,0,uniprotkb:O14777,250974,0.2112782,Yes
304358,4.93687231,0,0.2025574,1,6,10,false,1,uniprotkb:Q8WVK7,4,6,0,2,0.73754185,false,0,uniprotkb:Q8WVK7,0,0.66666667,No
304359,3.8878527,0.000530714361466436,0.25721139,0.06666667,11,10,false,0,uniprotkb:P62829,126.83333333,11,0,4,0.80747649,false,0,uniprotkb:P62829,360246,0.23895202,No
304360,3.65901483,0.00154426390116974,0.27329761,0.04761905,19,8,false,0,uniprotkb:P62913,103.57142857,19,0,5,0.82273234,false,0,uniprotkb:P62913,424512,0.18532819,No
304361,4.49234816,0.000451265925092945,0.22260073,0.04761905,14,9,false,0,uniprotkb:Q02750,8.28571429,14,0,4,0.76717679,false,0,uniprotkb:Q02750,63990,0.16459627,No
304362,3.80655189,0.000511592308909706,0.26270494,0,3,9,false,1,uniprotkb:P45985,178.33333333,3,0,0,0.81289654,false,0,uniprotkb:P45985,148234,0.33396108,No
304363,3.63797226,0.00103484316394676,0.2748784,0.06666667,7,9,false,0,uniprotkb:O14733,186.16666667,7,0,1,0.82413518,false,0,uniprotkb:O14733,321544,0.24280105,No
304364,4.45815399,0.000925615421515815,0.22430809,0,10,10,false,0,uniprotkb:Q99683,6,10,0,3,0.7694564,false,0,uniprotkb:Q99683,124060,0.2173913,Yes
304365,4.15901483,0,0.24044156,0,2,9,false,0,uniprotkb:P04325,108,2,0,1,0.78939901,false,0,uniprotkb:P04325,0,0,No
304366,3.8567671,0.000775712376808887,0.25928452,0.19047619,9,9,false,0,uniprotkb:Q8N488,45.14285714,9,0,2,0.80954886,false,0,uniprotkb:Q8N488,234060,0.16084275,No
304367,4.85652798,0,0.20590842,0,1,10,false,0,uniprotkb:Q06587-1,7,1,0,0,0.74289813,false,0,uniprotkb:Q06587-1,0,0,No
304368,4.85652798,0,0.20590842,0,2,10,false,0,uniprotkb:Q06587-2,7,2,0,1,0.74289813,false,0,uniprotkb:Q06587-2,0,0,No
304369,4.27881396,1.22449541504078e-05,0.23370962,0,2,9,false,0,uniprotkb:P0C0S8,40,2,0,0,0.7814124,false,0,uniprotkb:P0C0S8,2640,0.50649351,No
304370,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:O14639,117,1,0,0,0.7612785,false,0,uniprotkb:O14639,0,0,No
304371,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q2M3G4,117,1,0,0,0.7612785,false,0,uniprotkb:Q2M3G4,0,0,No
304372,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:P61587,117,1,0,0,0.7612785,false,0,uniprotkb:P61587,0,0,No
304373,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q6P4F7,117,1,0,0,0.7612785,false,0,uniprotkb:Q6P4F7,0,0,No
304374,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q12774,117,1,0,0,0.7612785,false,0,uniprotkb:Q12774,0,0,No
304375,4.51147776,0.000406198087985002,0.22165686,0,2,9,false,0,uniprotkb:Q5T5U3,71,2,0,0,0.76590148,false,0,uniprotkb:Q5T5U3,29998,0.5,Yes
304376,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q5VV41,117,1,0,0,0.7612785,false,0,uniprotkb:Q5VV41,0,0,Yes
304377,4.57986609,0.000695666472196267,0.218347,0,2,9,false,0,uniprotkb:Q96QZ7,59.5,2,0,0,0.76134226,false,0,uniprotkb:Q96QZ7,154340,0.5,Yes
304378,3.88091822,0.000690012900958474,0.25767098,0,2,9,false,0,uniprotkb:Q96PE2,199,2,0,0,0.80793879,false,0,uniprotkb:Q96PE2,153414,0.50381679,No
304379,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q9P2M7,117,1,0,0,0.7612785,false,0,uniprotkb:Q9P2M7,0,0,No
304380,4.03849833,0.00241929422826901,0.24761679,0.10714286,13,9,false,0,uniprotkb:P56945,22.125,13,0,3,0.79743344,false,0,uniprotkb:P56945,329972,0.13181818,Yes
304381,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q8IZW8,117,1,0,0,0.7612785,false,0,uniprotkb:Q8IZW8,0,0,No
304382,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:O00515,117,1,0,0,0.7612785,false,0,uniprotkb:O00515,0,0,No
304383,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q14451,117,1,0,0,0.7612785,false,0,uniprotkb:Q14451,0,0,Yes
304384,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q9H2C0,117,1,0,0,0.7612785,false,0,uniprotkb:Q9H2C0,0,0,No
304385,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q9P0L2,117,1,0,0,0.7612785,false,0,uniprotkb:Q9P0L2,0,0,No
304386,3.54901961,0.00124444969390851,0.28176796,0.33333333,3,9,false,0,uniprotkb:Q7KZI7,307.66666667,3,0,0,0.83006536,false,0,uniprotkb:Q7KZI7,432108,0.3598751,No
304387,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q6WCQ1,117,1,0,0,0.7612785,false,0,uniprotkb:Q6WCQ1,0,0,No
304388,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q8TEW8,117,1,0,0,0.7612785,false,0,uniprotkb:Q8TEW8,0,0,No
304389,3.6085605,0.00108932925152383,0.27711881,0.33333333,3,9,false,1,uniprotkb:O96013,400,3,0,0,0.82609597,false,0,uniprotkb:O96013,585070,0.4729783,No
304390,3.75442372,0.000534892458573771,0.26635246,0,2,9,false,1,uniprotkb:Q9Y446,337.5,2,0,0,0.81637175,false,0,uniprotkb:Q9Y446,306376,0.50601504,No
304391,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q99959,117,1,0,0,0.7612785,false,0,uniprotkb:Q99959,0,0,No
304392,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:P26045,117,1,0,0,0.7612785,false,0,uniprotkb:P26045,0,0,No
304393,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q86W92,117,1,0,0,0.7612785,false,0,uniprotkb:Q86W92,0,0,No
304394,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q8ND30,117,1,0,0,0.7612785,false,0,uniprotkb:Q8ND30,0,0,Yes
304395,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q8IUC4,117,1,0,0,0.7612785,false,0,uniprotkb:Q8IUC4,0,0,No
304396,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q86X27,117,1,0,0,0.7612785,false,0,uniprotkb:Q86X27,0,0,No
304397,3.59349593,0.00285905810362257,0.27828054,0.26666667,10,9,false,0,uniprotkb:Q9H0H5,202,10,0,2,0.82710027,false,0,uniprotkb:Q9H0H5,887068,0.2370892,No
304398,3.6085605,0.00108932925152383,0.27711881,0.33333333,3,9,false,1,uniprotkb:Q8TF72,400,3,0,0,0.82609597,false,0,uniprotkb:Q8TF72,585070,0.4729783,No
304399,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:O95171,117,1,0,0,0.7612785,false,0,uniprotkb:O95171,0,0,No
304400,4.55164993,3.75921536542242e-05,0.21970055,0,2,9,false,0,uniprotkb:A7KAX9,60.5,2,0,0,0.76322334,false,0,uniprotkb:A7KAX9,12124,0.5,No
304401,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:O43166,117,1,0,0,0.7612785,false,0,uniprotkb:O43166,0,0,No
304402,4.53945481,0.000993997297294802,0.22029077,0,3,9,false,0,uniprotkb:Q9UDY2,41.33333333,3,0,0,0.76403635,false,0,uniprotkb:Q9UDY2,225228,0.33611111,Yes
304403,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:O60292,117,1,0,0,0.7612785,false,0,uniprotkb:O60292,0,0,No
304404,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q08AE8,117,1,0,0,0.7612785,false,0,uniprotkb:Q08AE8,0,0,No
304405,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:P10398,117,1,0,0,0.7612785,false,0,uniprotkb:P10398,0,0,No
304406,3.77259684,0.00510117528621458,0.2650694,0.12727273,20,9,false,0,uniprotkb:P25054,44.45454545,20,0,3,0.81516021,false,0,uniprotkb:P25054,915570,0.09542509,No
304407,4.58082257,0,0.2183014,0,1,9,false,0,uniprotkb:Q86UW9,117,1,0,0,0.7612785,false,0,uniprotkb:Q86UW9,0,0,No
304408,4.31563845,5.17510763309522e-05,0.23171543,0.66666667,4,9,false,0,uniprotkb:Q13627,35.75,4,0,0,0.77895744,false,0,uniprotkb:Q13627,21302,0.26879699,No
304409,4.49115256,0.000346456467626694,0.22265999,0,2,9,false,0,uniprotkb:Q9Y4H2,69,2,0,0,0.7672565,false,0,uniprotkb:Q9Y4H2,36210,0.5,No
304410,4.05643233,0.000753482107299768,0.24652205,0,6,9,false,0,uniprotkb:P35568,32.2,6,0,1,0.79623784,false,0,uniprotkb:P35568,121518,0.20662252,No
304411,4.09588714,0.000188369681083376,0.24414735,0.4,13,9,false,0,uniprotkb:Q9BPZ7,26.16666667,13,0,2,0.79360752,false,0,uniprotkb:Q9BPZ7,51152,0.1855792,No
